,Id,Title,Description,Popularity,Genres,Release Date,Rating,Vote Count,Revenue
1661,300669,Don't Breathe,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,35.356,"['Thriller', 'Horror']",2016-06-08,7.0,6470,159047649
1662,15070,Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",29.55,"['Drama', 'Crime']",2002-07-17,6.6,575,14946150
1663,9509,Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",35.75,"['Action', 'Drama', 'Thriller']",2004-04-23,7.4,4327,130293714
1664,243688,Poltergeist,"A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",33.326,['Horror'],2015-05-20,5.2,2044,95437994
1665,1003180,Inside the Mind of a Cat,Cat experts dive into the mind of the feline to reveal the true capabilities of the pouncing pet in this captivating and cuddly documentary.,26.977,['Documentary'],2022-08-18,7.4,121,0
1666,628,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",26.691,"['Horror', 'Drama', 'Fantasy']",1994-11-11,7.4,4940,223664608
1667,345,Eyes Wide Shut,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",32.192,"['Drama', 'Thriller', 'Mystery']",1999-07-16,7.5,5035,162091208
1668,465086,The Grudge,"After a young mother murders her family in her own house, a detective attempts to investigate the mysterious case, only to discover that the house is cursed by a vengeful ghost. Now targeted by the demonic spirits, the detective must do anything to protect herself and her family from harm.",31.555,"['Horror', 'Mystery']",2020-01-01,5.5,993,42800000
1669,15255,Undisputed II: Last Man Standing,"Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka in a battle to the death. This time he is not fighting for a title, he is fighting for his life!",35.288,"['Action', 'Crime', 'Thriller']",2006-04-11,7.3,622,0
1670,4488,Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,30.533,['Horror'],1980-05-09,6.4,2344,59754601
1671,861,Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.",29.433,"['Action', 'Adventure', 'Science Fiction']",1990-06-01,7.3,4868,261317921
1672,718032,Licorice Pizza,"The story of Alana Kane and Gary Valentine running around and falling in love in the San Fernando Valley, 1973.",28.783,"['Drama', 'Comedy']",2021-11-26,7.1,1472,27423319
1673,493922,Hereditary,"When Ellen, the matriarch of the Graham family, passes away, her daughter's family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",30.042,"['Horror', 'Mystery', 'Thriller']",2018-06-07,7.3,6197,80239658
1674,752354,Monsters of California,"Teenager Dallas Edwards and his derelict friends go on a quest for the meaning behind a series of mysterious, paranormal events in Southern California.  The truths they uncover begin to unravel extraordinary secrets.",26.545,"['Science Fiction', 'Adventure']",2022-12-01,0.0,0,0
1675,166424,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",35.286,"['Action', 'Adventure', 'Science Fiction']",2015-08-05,4.4,5357,167977596
1676,1573,Die Hard 2,"Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.",31.225,"['Action', 'Thriller']",1990-07-02,6.9,4892,240031094
1677,421892,Shrek 5,"Plot unknown. A soft-reboot of the animated ""Shrek"" franchise.",31.14,"['Animation', 'Family', 'Comedy', 'Fantasy']",2023-05-20,0.0,0,0
1678,665,Ben-Hur,"In 25 AD,Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.  Three years later and freed by a grateful Roman galley commander whom he has rescued from drowning, he becomes an expert charioteer for Rome, all the while plotting to return to Judea, find and rescue his family, and avenge himself on his former friend.  All the while, the form and work of Jesus move in the background of his life...",31.423,"['Action', 'Drama', 'History']",1959-11-18,7.8,2221,164000000
1679,30497,The Texas Chain Saw Massacre,"When Sally hears that her grandfather's grave may have been vandalized, she and her paraplegic brother, Franklin, set out with their friends to investigate. After a detour to their family's old farmhouse, they discover a group of crazed, murderous outcasts living next door. As the group is attacked one by one by the chainsaw-wielding Leatherface, who wears a mask of human skin, the survivors must do everything they can to escape.",31.969,['Horror'],1974-10-01,7.3,2591,30900000
1680,179826,Odd Thomas,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",30.269,"['Mystery', 'Thriller']",2013-01-29,6.9,1088,0
1681,20662,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",33.967,"['Action', 'Adventure', 'Drama']",2010-05-12,6.4,3985,321669741
1682,13387,Transporter 3,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukranian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",32.513,"['Action', 'Adventure', 'Thriller', 'Crime']",2008-11-26,6.1,2880,108979549
1683,105965,Beverly Hills Chihuahua 3: Viva la Fiesta!,"When Papi, Chloe, the pups, Uncle Pedro, and their owners move to a hotel, the smallest pup Rosa feels like she doesn't fit in, and Papi wants to make her feel better by showing her how special she is.",33.713,"['Comedy', 'Family']",2012-09-03,6.2,219,0
1684,578189,Black and Blue,"A rookie cop inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",27.274,"['Drama', 'Action', 'Thriller']",2019-10-25,6.8,686,22741061
1685,20760,Lilo & Stitch 2: Stitch Has a Glitch,"Now, we find the rowdy extraterrestrial getting used to life with his new ʻohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",35.707,"['Animation', 'Family', 'Comedy', 'Science Fiction']",2005-01-22,6.6,1190,0
